Vaccine,Geography.Type,Geography,Survey.Year.Influenza.Season,Dimension.Type,Dimension,Estimate....,X95..CI....,Sample.Size,State
Influenza,States,Montana,2017,Race and Ethnicity,Hispanic,68.7,52.3 to 82.3,41,MT
Influenza,States,Montana,2017,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",68.9,62.2 to 75.0,223,MT
Influenza,States,Montana,2020,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,NA,MT
Influenza,States,Montana,2020,Age,>=35 Years,66.7,56.5 to 75.8,118,MT
Influenza,States,Montana,2020,Age,25-34 Years,69.8,64.4 to 74.8,389,MT
Influenza,States,Montana,2020,Age,18-24 Years,66.8,57.4 to 75.3,176,MT
Influenza,States,Montana,2020,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",65.4,58.0 to 72.3,242,MT
Influenza,States,Montana,2020,Race and Ethnicity,Hispanic,NR*,NR*,33,MT
Influenza,States,Montana,2020,Race and Ethnicity,"White, Non-Hispanic",70.9,66.1 to 75.3,404,MT
Influenza,States,Wyoming,2015,Age,>=18 Years,56.3,51.1 to 61.4,547,WY
Influenza,States,Wyoming,2015,Age,18-24 Years,53.9,44.2 to 63.4,164,WY
Influenza,States,Wyoming,2021,Age,>=18 Years,56.2,50.4 to 61.9,436,WY
Influenza,States,Wyoming,2021,Age,18-24 Years,48.9,37.2 to 60.7,112,WY
Influenza,States,Wyoming,2021,Age,25-34 Years,61.2,53.8 to 68.3,267,WY
Influenza,States,Wyoming,2021,Age,>=35 Years,NR*,NR*,57,WY
Influenza,States,Wyoming,2013,Age,>=18 Years,50.1,45.1 to 55.1,597,WY
Influenza,States,Wyoming,2013,Age,18-24 Years,37.4,28.9 to 46.5,195,WY
Influenza,States,Wyoming,2013,Age,25-34 Years,57.5,50.9 to 63.9,339,WY
Influenza,States,Wyoming,2013,Age,>=35 Years,NR*,NR*,63,WY
Influenza,States,Wyoming,2013,Race and Ethnicity,"White, Non-Hispanic",49.9,44.3 to 55.5,416,WY
Influenza,States,Wyoming,2013,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,NA,WY
Influenza,States,Wyoming,2013,Race and Ethnicity,Hispanic,NR*,NR*,58,WY
Influenza,States,Wyoming,2013,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",66.0,50.7 to 79.2,117,WY
Influenza,States,Wyoming,2014,Age,>=18 Years,50.0,45.2 to 54.8,609,WY
Influenza,States,Wyoming,2014,Age,18-24 Years,48.1,38.9 to 57.4,184,WY
Influenza,States,Wyoming,2014,Age,25-34 Years,50.6,44.5 to 56.7,364,WY
Influenza,States,Wyoming,2014,Age,>=35 Years,51.8,36.8 to 66.6,61,WY
Influenza,States,Wyoming,2021,Race and Ethnicity,"White, Non-Hispanic",57.6,51.1 to 63.9,318,WY
Influenza,States,Wyoming,2021,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,NA,WY
Influenza,States,Wyoming,2021,Race and Ethnicity,Hispanic,NR*,NR*,48,WY
Influenza,States,Wyoming,2021,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,65,WY
Influenza,States,Wyoming,2015,Age,25-34 Years,57.8,51.1 to 64.3,316,WY
Influenza,States,Wyoming,2015,Age,>=35 Years,NR*,NR*,67,WY
Influenza,States,Wyoming,2015,Race and Ethnicity,"White, Non-Hispanic",53.7,48.0 to 59.4,402,WY
Influenza,States,Wyoming,2015,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,NA,WY
Influenza,States,Wyoming,2015,Race and Ethnicity,Hispanic,NR*,NR*,49,WY
Influenza,States,Maine,2020,Age,18-24 Years,69.5,59.3 to 78.4,130,ME
Influenza,States,Maine,2020,Age,25-34 Years,72.2,67.6 to 76.5,542,ME
Influenza,States,Maine,2020,Age,>=35 Years,75.1,67.5 to 81.7,198,ME
Influenza,States,Maine,2012,Age,>=35 Years,62.7,49.0 to 75.1,80,ME
Influenza,States,Maine,2012,Age,25-34 Years,53.1,47.0 to 59.1,372,ME
Influenza,States,Maine,2020,Race and Ethnicity,Hispanic,NR*,NR*,NA,ME
Influenza,States,Maine,2020,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",73.2,57.3 to 85.7,45,ME
Influenza,States,Maine,2020,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,36,ME
Influenza,States,Maine,2012,Race and Ethnicity,Hispanic,NR*,NR*,NA,ME
Influenza,States,Maine,2012,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,NA,ME
Influenza,States,Maine,2020,Race and Ethnicity,"White, Non-Hispanic",73.1,69.3 to 76.7,769,ME
Influenza,States,Maine,2012,Race and Ethnicity,"White, Non-Hispanic",51.9,47.2 to 56.6,616,ME
Influenza,States,Maine,2012,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,NA,ME
Influenza,States,Maine,2020,Age,>=18 Years,72.4,68.8 to 75.8,870,ME
Influenza,States,Maine,2012,Age,18-24 Years,49.0,40.6 to 57.5,202,ME
Influenza,States,Maine,2012,Age,>=18 Years,53.0,48.4 to 57.5,654,ME
Influenza,States,Wisconsin,2012,Age,>=18 Years,58.6,54.4 to 62.7,1402,WI
Influenza,States,Wisconsin,2012,Race and Ethnicity,Hispanic,57.0,49.8 to 64.0,198,WI
Influenza,States,Wisconsin,2020,Race and Ethnicity,Hispanic,68.1,61.9 to 73.8,318,WI
Influenza,States,Wisconsin,2020,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",73.3,68.0 to 78.1,646,WI
Influenza,States,Wisconsin,2012,Age,18-24 Years,52.4,44.1 to 60.6,488,WI
Influenza,States,Wisconsin,2020,Race and Ethnicity,"White, Non-Hispanic",73.4,68.5 to 77.9,382,WI
Influenza,States,Wisconsin,2012,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",61.3,53.6 to 68.6,229,WI
Influenza,States,Wisconsin,2012,Race and Ethnicity,"White, Non-Hispanic",59.3,53.7 to 64.7,336,WI
Influenza,States,Wisconsin,2020,Race and Ethnicity,"Black, Non-Hispanic",53.3,47.5 to 59.0,304,WI
Influenza,States,Wisconsin,2012,Race and Ethnicity,"Black, Non-Hispanic",51.7,47.2 to 56.2,639,WI
Influenza,States,Wisconsin,2020,Age,>=35 Years,70.0,60.8 to 78.1,277,WI
Influenza,States,Wisconsin,2012,Age,25-34 Years,57.9,52.4 to 63.2,739,WI
Influenza,States,Wisconsin,2012,Age,>=35 Years,70.5,59.7 to 79.8,175,WI
Influenza,States,Wisconsin,2020,Age,18-24 Years,58.7,50.3 to 66.7,365,WI
Influenza,States,Wisconsin,2020,Age,25-34 Years,73.8,69.4 to 77.9,1011,WI
Influenza,States,Wisconsin,2020,Age,>=18 Years,70.7,67.2 to 74.0,1653,WI
Tdap,States,Texas,2015,Race and Ethnicity,"White, Non-Hispanic",47.8,42.3 to 53.3,389,TX
Tdap,States,Texas,2016,Race and Ethnicity,"White, Non-Hispanic",69.7,64.6 to 74.5,521,TX
Tdap,States,Texas,2015,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",41.9,28.8 to 55.8,69,TX
Tdap,States,Texas,2016,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",65.7,52.9 to 77.0,117,TX
Tdap,States,Texas,2015,Race and Ethnicity,Hispanic,37.2,30.9 to 43.9,321,TX
Tdap,States,Texas,2015,Race and Ethnicity,"Black, Non-Hispanic",44.7,39.0 to 50.5,307,TX
Tdap,States,Texas,2016,Race and Ethnicity,Hispanic,68.3,63.8 to 72.6,736,TX
Tdap,States,Texas,2016,Race and Ethnicity,"Black, Non-Hispanic",63.0,52.8 to 72.4,209,TX
Tdap,States,Texas,2015,Age,>=35 Years,46.5,37.3 to 55.8,187,TX
Tdap,States,Texas,2016,Age,>=35 Years,69.5,61.4 to 76.8,261,TX
Tdap,States,Texas,2016,Age,25-34 Years,66.2,62.1 to 70.1,915,TX
Tdap,States,Texas,2015,Age,25-34 Years,42.4,37.6 to 47.3,603,TX
Tdap,States,Texas,2015,Age,>=18 Years,42.3,38.6 to 46.1,1087,TX
Tdap,States,Texas,2016,Age,>=18 Years,68.0,65.0 to 70.9,1584,TX
Tdap,States,Texas,2015,Age,18-24 Years,39.7,32.4 to 47.3,297,TX
Tdap,States,Texas,2016,Age,18-24 Years,71.3,65.4 to 76.7,408,TX
Tdap,States,New Mexico,2015,Age,>=18 Years,52.6,49.7 to 55.5,1199,NM
Tdap,States,New Mexico,2015,Age,18-24 Years,50.7,45.6 to 55.8,387,NM
Tdap,States,New Mexico,2015,Age,25-34 Years,53.6,49.7 to 57.4,666,NM
Tdap,States,New Mexico,2015,Race and Ethnicity,"White, Non-Hispanic",59.4,54.6 to 64.1,427,NM
Tdap,States,New Mexico,2015,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",54.1,46.7 to 61.4,186,NM
Tdap,States,New Mexico,2015,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,NA,NM
Tdap,States,New Mexico,2015,Race and Ethnicity,Hispanic,49.2,45.0 to 53.4,574,NM
Tdap,States,New Mexico,2015,Age,>=35 Years,53.7,45.3 to 62.0,146,NM
Influenza,States,New Mexico,2022,Age,18-24 Years,51.4,44.4 to 58.4,212,NM
Influenza,States,New Mexico,2022,Age,25-34 Years,59.1,54.8 to 63.3,546,NM
Influenza,States,New Mexico,2022,Age,>=18 Years,57.2,54.0 to 60.4,965,NM
Influenza,States,New Mexico,2022,Age,>=35 Years,60.0,53.0 to 66.7,207,NM
Influenza,States,New Mexico,2022,Race and Ethnicity,"White, Non-Hispanic",55.9,50.1 to 61.6,301,NM
Influenza,States,New Mexico,2022,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,NA,NM
Influenza,States,New Mexico,2022,Race and Ethnicity,Hispanic,56.3,51.7 to 60.8,489,NM
Influenza,States,New Mexico,2022,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",64.0,56.0 to 71.5,157,NM
Influenza,States,New Mexico,2012,Age,>=35 Years,46.2,34.8 to 57.9,98,NM
Influenza,States,New Mexico,2012,Age,25-34 Years,48.7,43.5 to 53.9,465,NM
Influenza,States,New Mexico,2020,Age,>=35 Years,68.8,60.7 to 76.2,169,NM
Influenza,States,New Mexico,2020,Age,25-34 Years,68.4,64.3 to 72.3,602,NM
Influenza,States,New Mexico,2020,Age,18-24 Years,65.6,59.2 to 71.6,240,NM
Influenza,States,New Mexico,2020,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",71.5,62.8 to 79.2,139,NM
Influenza,States,New Mexico,2020,Race and Ethnicity,Hispanic,65.4,61.0 to 69.6,513,NM
Influenza,States,New Mexico,2012,Race and Ethnicity,Hispanic,46.8,41.8 to 51.8,472,NM
Influenza,States,New Mexico,2012,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,NA,NM
Influenza,States,New Mexico,2020,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,NA,NM
Influenza,States,New Mexico,2012,Race and Ethnicity,"White, Non-Hispanic",46.7,40.0 to 53.5,302,NM
Influenza,States,New Mexico,2012,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",63.7,54.2 to 72.4,129,NM
Influenza,States,New Mexico,2020,Race and Ethnicity,"White, Non-Hispanic",69.7,64.1 to 74.9,338,NM
Influenza,States,New Mexico,2020,Age,>=18 Years,67.6,64.5 to 70.6,1011,NM
Influenza,States,New Mexico,2012,Age,18-24 Years,50.6,44.8 to 56.3,352,NM
Influenza,States,New Mexico,2012,Age,>=18 Years,49.2,45.6 to 52.8,915,NM
Influenza,States,Alaska,2020,Age,>=35 Years,64.7,56.0 to 72.8,184,AK
Influenza,States,Alaska,2012,Age,25-34 Years,48.3,43.0 to 53.6,474,AK
Influenza,States,Alaska,2012,Age,>=35 Years,54.9,43.6 to 65.8,111,AK
Influenza,States,Alaska,2020,Age,25-34 Years,62.7,57.9 to 67.3,564,AK
Influenza,States,Alaska,2020,Age,18-24 Years,66.8,59.2 to 73.8,232,AK
Influenza,States,Alaska,2020,Age,>=18 Years,64.0,60.4 to 67.5,980,AK
Influenza,States,Alaska,2020,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,31,AK
Influenza,States,Alaska,2012,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,NA,AK
Influenza,States,Alaska,2012,Race and Ethnicity,Hispanic,NR*,NR*,45,AK
Influenza,States,Alaska,2020,Race and Ethnicity,"White, Non-Hispanic",59.2,53.5 to 64.7,404,AK
Influenza,States,Alaska,2012,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",54.7,48.7 to 60.6,341,AK
Influenza,States,Alaska,2012,Race and Ethnicity,"White, Non-Hispanic",46.8,41.2 to 52.4,403,AK
Influenza,States,Alaska,2020,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",68.1,63.4 to 72.6,486,AK
Influenza,States,Alaska,2020,Race and Ethnicity,Hispanic,71.2,55.8 to 83.7,58,AK
Influenza,States,Alaska,2012,Age,>=18 Years,49.2,45.3 to 53.1,852,AK
Influenza,States,Alaska,2012,Age,18-24 Years,48.9,41.8 to 56.1,267,AK
Influenza,States,Virginia,2020,Race and Ethnicity,"White, Non-Hispanic",67.0,59.8 to 73.7,517,VA
Influenza,States,Virginia,2020,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,68,VA
Influenza,States,Virginia,2020,Race and Ethnicity,Hispanic,71.0,59.1 to 81.1,136,VA
Influenza,States,Virginia,2020,Age,25-34 Years,68.4,61.5 to 74.7,548,VA
Influenza,States,Virginia,2020,Age,18-24 Years,51.5,38.7 to 64.2,131,VA
Influenza,States,Virginia,2020,Age,>=35 Years,66.1,56.0 to 75.2,245,VA
Influenza,States,Virginia,2020,Age,>=18 Years,64.4,59.3 to 69.3,924,VA
Influenza,States,Virginia,2022,Age,>=18 Years,59.4,54.0 to 64.7,950,VA
Influenza,States,Virginia,2022,Age,>=35 Years,66.4,54.4 to 77.0,222,VA
Tdap,States,Virginia,2022,Age,>=18 Years,75.2,70.0 to 79.9,899,VA
Tdap,States,Virginia,2022,Age,>=35 Years,81.7,70.4 to 90.0,212,VA
Influenza,States,Virginia,2022,Age,18-24 Years,43.1,29.2 to 57.8,134,VA
Influenza,States,Virginia,2022,Age,25-34 Years,61.5,54.7 to 68.0,594,VA
Tdap,States,Virginia,2022,Age,18-24 Years,56.5,41.1 to 71.0,120,VA
Tdap,States,Virginia,2022,Age,25-34 Years,77.9,71.5 to 83.5,567,VA
Influenza,States,Virginia,2022,Race and Ethnicity,"White, Non-Hispanic",62.0,54.3 to 69.3,530,VA
Influenza,States,Virginia,2022,Race and Ethnicity,"Black, Non-Hispanic",36.2,24.1 to 49.8,170,VA
Influenza,States,Virginia,2022,Race and Ethnicity,Hispanic,68.1,55.4 to 79.1,174,VA
Influenza,States,Virginia,2022,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",67.2,51.0 to 80.9,74,VA
Tdap,States,Virginia,2022,Race and Ethnicity,"White, Non-Hispanic",79.4,72.2 to 85.4,515,VA
Tdap,States,Virginia,2022,Race and Ethnicity,"Black, Non-Hispanic",61.7,47.5 to 74.5,159,VA
Tdap,States,Virginia,2022,Race and Ethnicity,Hispanic,75.3,62.2 to 85.7,152,VA
Tdap,States,Virginia,2022,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",76.1,59.0 to 88.7,71,VA
Influenza,States,Virginia,2020,Race and Ethnicity,"Black, Non-Hispanic",45.9,33.6 to 58.6,203,VA
Influenza,States,West Virginia,2015,Race and Ethnicity,Hispanic,NR*,NR*,NA,WV
Influenza,States,West Virginia,2015,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,31,WV
Tdap,States,Delaware,2021,Age,18-24 Years,72.8,62.3 to 81.8,115,DE
Influenza,States,West Virginia,2015,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,NA,WV
Influenza,States,West Virginia,2021,Age,>=18 Years,65.2,60.2 to 69.9,588,WV
Influenza,States,West Virginia,2021,Age,18-24 Years,64.7,56.6 to 72.3,245,WV
Influenza,States,West Virginia,2021,Age,25-34 Years,65.5,58.4 to 72.1,280,WV
Influenza,States,West Virginia,2021,Age,>=35 Years,65.2,49.1 to 79.1,63,WV
Influenza,States,West Virginia,2013,Age,>=18 Years,50.4,46.8 to 54.0,1362,WV
Influenza,States,West Virginia,2013,Age,18-24 Years,42.2,36.7 to 47.8,593,WV
Influenza,States,West Virginia,2013,Age,25-34 Years,56.3,51.2 to 61.3,650,WV
Influenza,States,West Virginia,2013,Age,>=35 Years,57.8,44.9 to 70.0,119,WV
Influenza,States,West Virginia,2013,Race and Ethnicity,"White, Non-Hispanic",50.1,46.4 to 53.8,1287,WV
Influenza,States,West Virginia,2013,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,51,WV
Influenza,States,West Virginia,2013,Race and Ethnicity,Hispanic,NR*,NR*,NA,WV
Influenza,States,West Virginia,2013,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,NA,WV
Influenza,States,West Virginia,2021,Race and Ethnicity,"White, Non-Hispanic",64.2,59.0 to 69.2,538,WV
Influenza,States,West Virginia,2021,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,NA,WV
Influenza,States,West Virginia,2021,Race and Ethnicity,Hispanic,NR*,NR*,NA,WV
Influenza,States,West Virginia,2021,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,NA,WV
Influenza,States,West Virginia,2015,Age,>=18 Years,52.8,48.9 to 56.7,1135,WV
Influenza,States,West Virginia,2015,Age,18-24 Years,48.3,42.2 to 54.4,470,WV
Influenza,States,West Virginia,2015,Age,25-34 Years,55.9,50.2 to 61.5,537,WV
Influenza,States,West Virginia,2015,Age,>=35 Years,56.7,44.7 to 68.1,128,WV
Influenza,States,West Virginia,2015,Race and Ethnicity,"White, Non-Hispanic",52.9,48.9 to 56.9,1057,WV
Influenza,States,West Virginia,2014,Age,>=18 Years,55.4,51.6 to 59.1,1211,WV
Influenza,States,West Virginia,2014,Age,18-24 Years,48.2,42.4 to 54.1,499,WV
Influenza,States,West Virginia,2014,Age,25-34 Years,60.0,54.5 to 65.3,575,WV
Influenza,States,West Virginia,2014,Age,>=35 Years,62.6,50.3 to 73.8,137,WV
Influenza,States,West Virginia,2014,Race and Ethnicity,"White, Non-Hispanic",55.7,51.8 to 59.6,1121,WV
Influenza,States,West Virginia,2014,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,40,WV
Influenza,States,West Virginia,2014,Race and Ethnicity,Hispanic,NR*,NR*,NA,WV
Influenza,States,West Virginia,2014,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,NA,WV
Influenza,States,West Virginia,2016,Age,>=18 Years,55.0,50.7 to 59.3,766,WV
Influenza,States,West Virginia,2016,Age,18-24 Years,43.9,36.8 to 51.2,280,WV
Influenza,States,West Virginia,2016,Age,25-34 Years,63.1,57.2 to 68.7,404,WV
Influenza,States,West Virginia,2016,Age,>=35 Years,51.3,36.5 to 65.9,82,WV
Influenza,States,West Virginia,2016,Race and Ethnicity,"White, Non-Hispanic",54.6,50.1 to 59.1,700,WV
Influenza,States,West Virginia,2016,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,NA,WV
Influenza,States,West Virginia,2016,Race and Ethnicity,Hispanic,NR*,NR*,NA,WV
Influenza,States,West Virginia,2016,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,NA,WV
Influenza,States,West Virginia,2018,Age,>=18 Years,57.5,52.9 to 62.0,663,WV
Influenza,States,West Virginia,2018,Age,18-24 Years,50.3,42.2 to 58.4,224,WV
Influenza,States,West Virginia,2018,Age,25-34 Years,59.4,53.1 to 65.5,356,WV
Influenza,States,West Virginia,2018,Age,>=35 Years,69.7,56.9 to 80.6,83,WV
Influenza,States,West Virginia,2018,Race and Ethnicity,"White, Non-Hispanic",57.3,52.5 to 62.0,614,WV
Influenza,States,West Virginia,2018,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,NA,WV
Influenza,States,West Virginia,2018,Race and Ethnicity,Hispanic,NR*,NR*,NA,WV
Influenza,States,West Virginia,2018,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,NA,WV
Influenza,States,West Virginia,2017,Age,>=18 Years,52.2,47.6 to 56.7,676,WV
Influenza,States,West Virginia,2017,Age,18-24 Years,48.2,40.1 to 56.4,224,WV
Influenza,States,West Virginia,2017,Age,25-34 Years,55.8,49.7 to 61.8,377,WV
Influenza,States,West Virginia,2017,Age,>=35 Years,44.9,31.3 to 59.1,75,WV
Influenza,States,West Virginia,2017,Race and Ethnicity,"White, Non-Hispanic",51.3,46.5 to 56.1,614,WV
Influenza,States,West Virginia,2017,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,NA,WV
Influenza,States,West Virginia,2017,Race and Ethnicity,Hispanic,NR*,NR*,NA,WV
Influenza,States,West Virginia,2017,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,NA,WV
Influenza,States,New York,2014,Age,>=18 Years,58.3,54.0 to 62.5,885,NY
Influenza,States,New York,2014,Age,18-24 Years,46.2,36.3 to 56.3,171,NY
Influenza,States,New York,2014,Age,25-34 Years,60.7,55.1 to 66.1,511,NY
Influenza,States,New York,2014,Age,>=35 Years,63.8,54.4 to 72.5,203,NY
Influenza,States,New York,2014,Race and Ethnicity,"White, Non-Hispanic",57.2,52.0 to 62.2,595,NY
Influenza,States,New York,2014,Race and Ethnicity,"Black, Non-Hispanic",60.9,45.8 to 74.6,96,NY
Influenza,States,New York,2014,Race and Ethnicity,Hispanic,65.2,53.3 to 75.8,127,NY
Influenza,States,New York,2014,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,65,NY
Influenza,States,New York,2021,Age,>=18 Years,57.0,52.4 to 61.6,854,NY
Influenza,States,New York,2021,Age,18-24 Years,46.3,33.7 to 59.2,121,NY
Influenza,States,New York,2021,Age,25-34 Years,56.4,50.5 to 62.1,526,NY
Influenza,States,New York,2021,Age,>=35 Years,66.3,56.6 to 75.0,207,NY
Tdap,States,New York,2021,Age,>=18 Years,74.1,69.8 to 78.1,829,NY
Tdap,States,New York,2021,Age,18-24 Years,61.5,48.2 to 73.6,116,NY
Tdap,States,New York,2021,Age,25-34 Years,75.9,70.5 to 80.7,514,NY
Tdap,States,New York,2021,Age,>=35 Years,77.9,68.8 to 85.4,199,NY
Influenza,States,New York,2021,Race and Ethnicity,"White, Non-Hispanic",57.6,52.1 to 63.0,579,NY
Influenza,States,New York,2021,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,72,NY
Influenza,States,New York,2021,Race and Ethnicity,Hispanic,56.3,43.9 to 68.2,123,NY
Influenza,States,New York,2021,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,77,NY
Tdap,States,New York,2021,Race and Ethnicity,"White, Non-Hispanic",72.4,67.1 to 77.2,568,NY
Tdap,States,New York,2021,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,71,NY
Tdap,States,New York,2021,Race and Ethnicity,Hispanic,78.8,67.8 to 87.4,116,NY
Tdap,States,New York,2021,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",81.2,64.9 to 92.2,71,NY
Influenza,States,New York,2013,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,83,NY
Influenza,States,New York,2013,Race and Ethnicity,Hispanic,52.8,41.1 to 64.2,184,NY
Influenza,States,New York,2015,Age,>=18 Years,57.3,53.1 to 61.5,931,NY
Influenza,States,New York,2015,Age,18-24 Years,51.7,41.7 to 61.6,168,NY
Influenza,States,New York,2015,Age,25-34 Years,57.8,52.4 to 63.1,569,NY
Influenza,States,New York,2015,Age,>=35 Years,62.3,52.6 to 71.3,194,NY
Influenza,States,New York,2013,Age,18-24 Years,45.6,36.6 to 54.8,400,NY
Influenza,States,New York,2013,Age,25-34 Years,55.3,49.4 to 61.1,471,NY
Influenza,States,New York,2013,Age,>=35 Years,63.8,54.3 to 72.6,193,NY
Influenza,States,New York,2013,Race and Ethnicity,"White, Non-Hispanic",56.6,51.4 to 61.7,632,NY
Influenza,States,New York,2013,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,164,NY
Influenza,States,New York,2013,Age,>=18 Years,54.6,50.2 to 58.9,1064,NY
Tdap,States,New York,2018,Race and Ethnicity,"White, Non-Hispanic",75.6,70.1 to 80.5,473,NY
Tdap,States,New York,2019,Race and Ethnicity,"White, Non-Hispanic",77.7,72.8 to 82.1,504,NY
Tdap,States,New York,2019,Age,18-24 Years,77.2,64.8 to 86.9,112,NY
Tdap,States,New York,2018,Age,18-24 Years,77.8,65.5 to 87.3,118,NY
Tdap,States,New York,2015,Age,18-24 Years,46.9,36.1 to 57.9,138,NY
Tdap,States,New York,2014,Age,18-24 Years,40.2,29.7 to 51.4,146,NY
Tdap,States,New York,2013,Age,18-24 Years,32.3,23.7 to 41.9,333,NY
Tdap,States,New York,2017,Age,18-24 Years,80.8,69.3 to 89.4,111,NY
Tdap,States,New York,2016,Age,18-24 Years,70.0,59.8 to 78.9,148,NY
Tdap,States,New York,2019,Age,>=18 Years,78.9,74.6 to 82.7,721,NY
Tdap,States,New York,2017,Age,>=18 Years,75.8,71.6 to 79.7,788,NY
Tdap,States,New York,2018,Age,>=18 Years,75.6,71.0 to 79.8,708,NY
Tdap,States,New York,2015,Age,>=18 Years,52.4,47.9 to 56.9,812,NY
Tdap,States,New York,2014,Age,>=18 Years,43.2,38.7 to 47.8,787,NY
Tdap,States,New York,2016,Age,>=18 Years,70.3,66.3 to 74.1,858,NY
Tdap,States,New York,2013,Age,>=18 Years,27.1,23.2 to 31.3,926,NY
Tdap,States,New York,2015,Age,>=35 Years,50.4,40.1 to 60.6,176,NY
Tdap,States,New York,2016,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,78,NY
Tdap,States,New York,2013,Race and Ethnicity,"Black, Non-Hispanic",19.9,9.2 to 35.1,140,NY
Tdap,States,New York,2014,Race and Ethnicity,"Black, Non-Hispanic",32.7,19.5 to 48.2,86,NY
Tdap,States,New York,2019,Age,>=35 Years,72.9,63.6 to 81.0,178,NY
Tdap,States,New York,2018,Age,>=35 Years,71.2,62.4 to 78.9,196,NY
Tdap,States,New York,2017,Age,>=35 Years,71.9,62.9 to 79.8,206,NY
Tdap,States,New York,2016,Age,>=35 Years,61.4,52.6 to 69.7,220,NY
Tdap,States,New York,2017,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,74,NY
Tdap,States,New York,2018,Race and Ethnicity,"Black, Non-Hispanic",81.1,65.3 to 91.8,90,NY
Tdap,States,New York,2015,Race and Ethnicity,Hispanic,60.8,47.2 to 73.2,101,NY
Tdap,States,New York,2014,Race and Ethnicity,Hispanic,30.3,19.2 to 43.4,105,NY
Tdap,States,New York,2013,Race and Ethnicity,Hispanic,34.7,23.4 to 47.4,156,NY
Tdap,States,New York,2015,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,75,NY
Tdap,States,New York,2019,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,54,NY
Tdap,States,New York,2019,Race and Ethnicity,Hispanic,82.8,69.0 to 92.2,98,NY
Tdap,States,New York,2018,Race and Ethnicity,Hispanic,72.0,57.2 to 84.0,88,NY
Tdap,States,New York,2017,Race and Ethnicity,Hispanic,78.7,65.5 to 88.6,91,NY
Tdap,States,New York,2016,Race and Ethnicity,Hispanic,77.9,67.9 to 86.0,140,NY
Tdap,States,New York,2015,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,66,NY
